APPLICATION,DEVICECODE,METERNUMBER,REGISTERNUM,BUILTCONFIG,INSTALLCONFIG,BILLEDFLAG,REGISTERCONFIG,SERIALNUMBER,OTHERDEVICECODE1,OTHERDEVICEID1,OTHERDEVICEMARRY1,OTHERDEVICECODE2,OTHERDEVICEID2,OTHERDEVICEMARRY2,METERMAKE,METERSIZE,METERKIND,METERMODEL,DIALS,DEADZEROES,READTYPE,TESTCIRCLE,AMPS,VOLTS,FLEXFIELD1,FLEXFIELD2,FLEXFIELD3,INITIALINSTALLDATE,CURRENTINSTALLDATE,MULTIPLIER,CTNUMBER,VTNUMBER,PONUMBER,PODATE,PURCHASECOST,RETIREDATE,ASSETTAXDISTRICT,BIDIRECTIONALFLAG,PRIVATELYOWNED,COMMENTS,BATTERYDATE,AMIFLAG,AMITYPE,IPADDRESS,PROBEMETERID,PROBEMETERPASSWORD,PROBEMETERNAME,UPDATEDATE
5,0,"BGB02973",1,501,501,"Y",1,"11P942580",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03605",1,501,501,"Y",1,"B03605",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02962",1,501,501,"Y",1,"11P942569",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02977",1,501,501,"Y",1,"11P942584",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"1415766",1,501,501,"Y",1,"1415766",,,,,,,2,15,3,175,5,2,1,,,,15,15,0,"2013-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003484",1,501,501,"Y",1,"12R691971",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03112",1,501,501,"Y",1,"12R428556",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003489",1,501,501,"Y",1,"12R691976",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003378",1,501,501,"Y",1,"1239954",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W086031",1,501,501,"Y",1,"13W086031",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"13W086100",1,501,501,"Y",1,"13W086100",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03610",1,501,501,"Y",1,"12R692097",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01003",1,501,501,"Y",1,"0848137",,,,,,,2,40,3,99,5,2,1,,,,40,40,0,"2009-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01975",1,501,501,"Y",1,"10M049640",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W013970",1,501,501,"Y",1,"13W013970",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744473",1,501,501,"Y",1,"21P744473",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02219",1,501,501,"Y",1,"10N065893",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01183",1,501,501,"Y",1,"08K661461",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2008-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB001810",1,501,501,"Y",1,"09L520192",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00868",1,501,501,"Y",1,"0526140",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2005-01-01",,1,,,,"2005-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15C989900",1,501,501,"Y",1,"15C989900",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2020-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01959",1,501,501,"Y",1,"10M049624",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"17H346854",1,501,501,"Y",1,"17H346854",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2008-01-01",,1,,,,"2017-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20P675393",1,501,501,"Y",1,"20P675393",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02108",1,501,501,"Y",1,"B02108",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461389",1,501,501,"Y",1,"13W461389",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2012-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W002328",1,501,501,"Y",1,"13W002328",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931804",1,501,501,"Y",1,"20M931804",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00123",1,501,501,"Y",1,"0123525",,,,,,,2,66,3,175,5,2,1,,,,66,66,0,"2002-01-01",,1,,,,"2001-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014013",1,501,501,"Y",1,"13W014013",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744457",1,501,501,"Y",1,"21P744457",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02665",1,501,501,"Y",1,"11P221616",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938862",1,501,501,"Y",1,"21P938862",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938861",1,501,501,"Y",1,"21P938861",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744325",1,501,501,"Y",1,"21P744325",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02827",1,501,501,"Y",1,"11P944416",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23W914061",1,501,501,"Y",1,"23W914061",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938863",1,501,501,"Y",1,"21P938863",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W490371",1,501,501,"Y",1,"22W490371",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228317",1,501,501,"Y",1,"12U228317",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB002015",1,501,501,"Y",1,"10M557361",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01484",1,501,501,"Y",1,"0859072",,,,,,,2,66,3,175,5,2,1,,,,66,66,0,"2012-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02645",1,501,501,"Y",1,"11P221596",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003380",1,501,501,"Y",1,"1239956",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13X111064",1,501,501,"Y",1,"13X111064",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00193",1,501,501,"Y",1,"B00193",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2008-01-01",,1,,,,"2001-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003352",1,501,501,"Y",1,"1154982",,,,,,,2,7,3,175,5,2,1,,,,7,7,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592711",1,501,501,"Y",1,"23X592711",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"13W461435",1,501,501,"Y",1,"13W461435",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2020-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931884",1,501,501,"Y",1,"20M931884",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG1415733",1,501,501,"Y",1,"1415733",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02190",1,501,501,"Y",1,"10N065864",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG15C989813",1,501,501,"Y",1,"15C989813",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02197",1,501,501,"Y",1,"10N065871",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"1415765",1,501,501,"Y",1,"1415765",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W061541",1,501,501,"Y",1,"22W061541",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W061542",1,501,501,"Y",1,"22W061542",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W490347",1,501,501,"Y",1,"22W490347",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P767608",1,501,501,"Y",1,"21P767608",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00231",1,501,501,"Y",1,"01B586420",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2008-01-01",,1,,,,"2001-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG1341697",1,501,501,"Y",1,"1341697",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03121",1,501,501,"Y",1,"12R428565",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03115",1,501,501,"Y",1,"12R428559",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03033",1,501,501,"Y",1,"11P942640",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03304",1,501,501,"Y",1,"12R428748",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461313",1,501,501,"Y",1,"13W461313",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2003-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02205",1,501,501,"Y",1,"10N065879",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02070",1,501,501,"Y",1,"10M755097",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02193",1,501,501,"Y",1,"10N065867",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088326",1,501,501,"Y",1,"19M088326",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2020-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02825",1,501,501,"Y",1,"11P944414",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14X983119",1,501,501,"Y",1,"14X983119",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2011-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931807",1,501,501,"Y",1,"20M931807",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W490340",1,501,501,"Y",1,"22W490340",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931825",1,501,501,"Y",1,"20M931825",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03219",1,501,501,"Y",1,"12R428663",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053613",1,501,501,"Y",1,"22W053613",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG11P357597",1,501,501,"Y",1,"11P357597",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003446",1,501,501,"Y",1,"12R691933",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01001",1,501,501,"Y",1,"0848135",,,,,,,2,7,3,175,5,2,1,,,,7,7,0,"2008-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439150",1,501,501,"Y",1,"24Y439150",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M100481",1,501,501,"Y",1,"19M100481",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2020-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744391",1,501,501,"Y",1,"21P744391",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02389",1,501,501,"Y",1,"11N536836",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503494",1,501,501,"Y",1,"14Y503494",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2015-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503484",1,501,501,"Y",1,"14Y503484",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2015-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2255903",1,501,501,"Y",1,"2255903",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02383",1,501,501,"Y",1,"11N536830",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00216",1,501,501,"Y",1,"01B586405",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2008-01-01",,1,,,,"2001-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15D096611",1,501,501,"Y",1,"15D096611",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931812",1,501,501,"Y",1,"20M931812",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02373",1,501,501,"Y",1,"11N536820",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02384",1,501,501,"Y",1,"11N536831",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503493",1,501,501,"Y",1,"14Y503493",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2015-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB001482",1,501,501,"Y",1,"0857333",,,,,,,2,7,3,175,5,2,1,,,,7,7,0,"2008-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W061549",1,501,501,"Y",1,"22W061549",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y410340",1,501,501,"Y",1,"14Y410340",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y410346",1,501,501,"Y",1,"14Y410346",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y410341",1,501,501,"Y",1,"14Y410341",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03024",1,501,501,"Y",1,"11P942631",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00759",1,501,501,"Y",1,"0227934",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2003-01-01",,1,,,,"2002-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W013952",1,501,501,"Y",1,"13W013952",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W490349",1,501,501,"Y",1,"22W490349",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14X983097",1,501,501,"Y",1,"14X983097",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2019-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053567",1,501,501,"Y",1,"22W053567",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053569",1,501,501,"Y",1,"22W053569",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22T716016",1,501,501,"Y",1,"22T716016",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088060",1,501,501,"Y",1,"19M088060",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2020-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503543",1,501,501,"Y",1,"14Y503543",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2015-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"1415770",1,501,501,"Y",1,"1415770",,,,,,,2,15,3,175,5,2,1,,,,15,15,0,"2017-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02005",1,501,501,"Y",1,"B02005",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02000",1,501,501,"Y",1,"B02000",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00785",1,501,501,"Y",1,"0227960",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2003-01-01",,1,,,,"2002-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02004",1,501,501,"Y",1,"B02004",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01994",1,501,501,"Y",1,"1036279",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01998",1,501,501,"Y",1,"B01998",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2052303",1,501,501,"Y",1,"2052303",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2021-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01997",1,501,501,"Y",1,"B01997",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00808",1,501,501,"Y",1,"0245368",,,,,,,2,66,3,175,5,2,1,,,,66,66,0,"2008-01-01",,1,,,,"2002-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03144",1,501,501,"Y",1,"12R428588",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228390",1,501,501,"Y",1,"12U228390",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503563",1,501,501,"Y",1,"14Y503563",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2015-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y452042",1,501,501,"Y",1,"14Y452042",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2013-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"B01735",1,501,501,"Y",1,"0942566",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2016-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15D096621",1,501,501,"Y",1,"15D096621",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2009-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503443",1,501,501,"Y",1,"14Y503443",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15C989847",1,501,501,"Y",1,"15C989847",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2016-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503419",1,501,501,"Y",1,"14Y503419",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503425",1,501,501,"Y",1,"14Y503425",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503424",1,501,501,"Y",1,"14Y503424",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y452031",1,501,501,"Y",1,"14Y452031",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2017-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503426",1,501,501,"Y",1,"14Y503426",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503427",1,501,501,"Y",1,"14Y503427",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
