APPLICATION,DEVICECODE,METERNUMBER,REGISTERNUM,BUILTCONFIG,INSTALLCONFIG,BILLEDFLAG,REGISTERCONFIG,SERIALNUMBER,OTHERDEVICETYPE1,OTHERDEVICEID1,OTHERDEVICEMARRY1,OTHERDEVICETYPE2,OTHERDEVICEID2,OTHERDEVICEMARRY2,METERMAKE,MAKESIZE,METERKIND,METERMODEL,DIALS,DEADZEROES,READTYPE,TESTCIRCLE,AMPS,VOLTS,FLEXFIELD1,FLEXFIELD2,FLEXFIELD3,INITIALINSTALLDATE,CURRENTINSTALLDATE,MULTIPLIER,CTNUMBER,VTNUMBER,PONUMBER,PODATE,PURCHASECOST,RETIREDATE,ASSETTAXDISTRICT,BIDIRECTIONALFLAG,PRIVATELYOWNED,COMMENTS,BATTERYDATE,AMIFLAG,AMITYPE,IPADDRESS,PROBEMETERID,PROBEMETERPASSWORD,PROBEMETERNAME,UPDATEDATE
5,0,"21P744326",1,0501,0501,"Y",1,"21P744326",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01643",1,0501,0501,"Y",1,"09L094795",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2009-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003460",1,0501,0501,"Y",1,"12R691947",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W472037",1,0501,0501,"Y",1,"13W472037",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938814",1,0501,0501,"Y",1,"21P938814",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503612",1,0501,0501,"Y",1,"14Y503612",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2015-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003629",1,0501,0501,"Y",1,"12R692116",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00151",1,0501,0501,"Y",1,"0123553",,,"Y",,,,2,"7",3,175,5,2,1,,,,7,,0,"2002-01-01",,1,,,,"2001-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14X983125",1,0501,0501,"Y",1,"14X983125",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938817",1,0501,0501,"Y",1,"21P938817",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y038114",1,0501,0501,"Y",1,"14Y038114",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938860",1,0501,0501,"Y",1,"21P938860",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14X983014",1,0501,0501,"Y",1,"14X983014",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01701",1,0501,0501,"Y",1,"09L094853",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2009-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294165",1,0501,0501,"Y",1,"22W294165",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y410385",1,0501,0501,"Y",1,"14Y410385",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938660",1,0501,0501,"Y",1,"21P938660",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294080",1,0501,0501,"Y",1,"22W294080",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01138",1,0501,0501,"Y",1,"08K661417",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2009-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294079",1,0501,0501,"Y",1,"22W294079",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03021",1,0501,0501,"Y",1,"11P942628",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03015",1,0501,0501,"Y",1,"11P942622",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W472049",1,0501,0501,"Y",1,"13W472049",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W086073",1,0501,0501,"Y",1,"13W086073",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W471850",1,0501,0501,"Y",1,"13W471850",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503748",1,0501,0501,"Y",1,"14Y503748",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02891",1,0501,0501,"Y",1,"11P944480",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02556",1,0501,0501,"Y",1,"11P230453",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03338",1,0501,0501,"Y",1,"12R428782",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03270",1,0501,0501,"Y",1,"12R428714",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03238",1,0501,0501,"Y",1,"12R428682",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01075",1,0501,0501,"Y",1,"08K632497",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2009-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439102",1,0501,0501,"Y",1,"24Y439102",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02584",1,0501,0501,"Y",1,"11P230481",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02800",1,0501,0501,"Y",1,"11P944389",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03206",1,0501,0501,"Y",1,"12R428650",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02941",1,0501,0501,"Y",1,"11P944530",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02782",1,0501,0501,"Y",1,"11P944371",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14X982959",1,0501,0501,"Y",1,"14X982959",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02877",1,0501,0501,"Y",1,"11P944466",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03340",1,0501,0501,"Y",1,"12R428784",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931828",1,0501,0501,"Y",1,"20M931828",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02471",1,0501,0501,"Y",1,"11P230368",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02873",1,0501,0501,"Y",1,"11P944462",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439100",1,0501,0501,"Y",1,"24Y439100",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02485",1,0501,0501,"Y",1,"11P230382",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02435",1,0501,0501,"Y",1,"11P230332",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01101",1,0501,0501,"Y",1,"08K632523",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2009-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02441",1,0501,0501,"Y",1,"11P230338",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12T091198",1,0501,0501,"Y",1,"12T091198",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03009",1,0501,0501,"Y",1,"11P942616",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02468",1,0501,0501,"Y",1,"11P230365",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y038298",1,0501,0501,"Y",1,"14Y038298",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003542",1,0501,0501,"Y",1,"12R692029",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461263",1,0501,0501,"Y",1,"13W461263",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03311",1,0501,0501,"Y",1,"12R428755",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02931",1,0501,0501,"Y",1,"11P944520",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931814",1,0501,0501,"Y",1,"20M931814",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG1201199",1,0501,0501,"Y",1,"1201199",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02965",1,0501,0501,"Y",1,"11P942572",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG1201151",1,0501,0501,"Y",1,"1201151",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02636",1,0501,0501,"Y",1,"11P221587",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG1201178",1,0501,0501,"Y",1,"1201178",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG3936",1,0501,0501,"Y",1,"12T928724",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228382",1,0501,0501,"Y",1,"12U228382",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228392",1,0501,0501,"Y",1,"12U228392",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02958",1,0501,0501,"Y",1,"11P942565",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938714",1,0501,0501,"Y",1,"21P938714",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02561",1,0501,0501,"Y",1,"11P230458",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03152",1,0501,0501,"Y",1,"12R428596",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23W914025",1,0501,0501,"Y",1,"23W914025",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14X983091",1,0501,0501,"Y",1,"14X983091",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2011-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02545",1,0501,0501,"Y",1,"11P230442",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03201",1,0501,0501,"Y",1,"12R428645",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003573",1,0501,0501,"Y",1,"12R692060",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03209",1,0501,0501,"Y",1,"12R428653",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503468",1,0501,0501,"Y",1,"14Y503468",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03243",1,0501,0501,"Y",1,"12R428687",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03164",1,0501,0501,"Y",1,"12R428608",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03122",1,0501,0501,"Y",1,"12R428566",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG11P357610",1,0501,0501,"Y",1,"11P357610",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03263",1,0501,0501,"Y",1,"12R428707",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03145",1,0501,0501,"Y",1,"12R428589",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG11P357624",1,0501,0501,"Y",1,"11P357624",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02802",1,0501,0501,"Y",1,"11P944391",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02542",1,0501,0501,"Y",1,"11P230439",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00927",1,0501,0501,"Y",1,"08K269296",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2008-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01557",1,0501,0501,"Y",1,"09L035283",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461277",1,0501,0501,"Y",1,"13W461277",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02478",1,0501,0501,"Y",1,"11P230375",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W013909",1,0501,0501,"Y",1,"13W013909",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02533",1,0501,0501,"Y",1,"11P230430",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01558",1,0501,0501,"Y",1,"09L035284",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01535",1,0501,0501,"Y",1,"09L035261",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01534",1,0501,0501,"Y",1,"09L035260",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01552",1,0501,0501,"Y",1,"09L035278",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01616",1,0501,0501,"Y",1,"09L035342",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG11P357623",1,0501,0501,"Y",1,"11P357623",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088303",1,0501,0501,"Y",1,"19M088303",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2020-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03247",1,0501,0501,"Y",1,"12R428691",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02915",1,0501,0501,"Y",1,"11P944504",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG3812",1,0501,0501,"Y",1,"12T928600",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228379",1,0501,0501,"Y",1,"12U228379",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088444",1,0501,0501,"Y",1,"19M088444",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2019-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02483",1,0501,0501,"Y",1,"11P230380",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03253",1,0501,0501,"Y",1,"12R428697",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12T091199",1,0501,0501,"Y",1,"12T091199",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01200",1,0501,0501,"Y",1,"08K661479",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2008-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W471888",1,0501,0501,"Y",1,"13W471888",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00563",1,0501,0501,"Y",1,"01B586752",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2008-01-01",,1,,,,"2001-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014059",1,0501,0501,"Y",1,"13W014059",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00616",1,0501,0501,"Y",1,"01B586805",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2008-01-01",,1,,,,"2001-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03293",1,0501,0501,"Y",1,"12R428737",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03142",1,0501,0501,"Y",1,"12R428586",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03173",1,0501,0501,"Y",1,"12R428617",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"17H346849",1,0501,0501,"Y",1,"17H346849",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2017-01-01",,1,,,,"2017-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03199",1,0501,0501,"Y",1,"12R428643",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03154",1,0501,0501,"Y",1,"12R428598",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E646077",1,0501,0501,"Y",1,"16E646077",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03266",1,0501,0501,"Y",1,"12R428710",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W086050",1,0501,0501,"Y",1,"13W086050",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03166",1,0501,0501,"Y",1,"12R428610",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG3774",1,0501,0501,"Y",1,"12T928562",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03211",1,0501,0501,"Y",1,"12R428655",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03171",1,0501,0501,"Y",1,"12R428615",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02994",1,0501,0501,"Y",1,"11P942601",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
